Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),Density of all electrons_N+1_4(N),Density of Alpha electrons_N+1_4(N),Density of Beta electrons_N+1_4(N),Lagrangian kinetic energy G(r)_N+1_4(N),Hamiltonian kinetic energy K(r)_N+1_4(N),Potential energy density V(r)_N+1_4(N),Energy density E(r) or H(r)_N+1_4(N),Laplacian of electron density_N+1_4(N),Electron localization function (ELF)_N+1_4(N),Localized orbital locator (LOL)_N+1_4(N),Local information entropy_N+1_4(N),Sign(lambda2)*rho_N+1_4(N),Sign(lambda2)*rho with promolecular approximation_N+1_4(N),Average local ionization energy (ALIE)_N+1_4(N),Delta-g (under promolecular approximation)_N+1_4(N),Delta-g (under Hirshfeld partition)_N+1_4(N),ESP from nuclear charges_N+1_4(N),ESP from electrons_N+1_4(N),Total ESP_N+1_4(N),Density of all electrons_N-1_4(N),Density of Alpha electrons_N-1_4(N),Density of Beta electrons_N-1_4(N),Lagrangian kinetic energy G(r)_N-1_4(N),Hamiltonian kinetic energy K(r)_N-1_4(N),Potential energy density V(r)_N-1_4(N),Energy density E(r) or H(r)_N-1_4(N),Laplacian of electron density_N-1_4(N),Electron localization function (ELF)_N-1_4(N),Localized orbital locator (LOL)_N-1_4(N),Local information entropy_N-1_4(N),Sign(lambda2)*rho_N-1_4(N),Sign(lambda2)*rho with promolecular approximation_N-1_4(N),Average local ionization energy (ALIE)_N-1_4(N),Delta-g (under promolecular approximation)_N-1_4(N),Delta-g (under Hirshfeld partition)_N-1_4(N),ESP from nuclear charges_N-1_4(N),ESP from electrons_N-1_4(N),Total ESP_N-1_4(N),Density of all electrons_(N)-(N-1)_4(N),Density of all electrons_(N+1)-(N)_4(N),Density of all electrons_(N+1)-(N-1)_4(N),Density of Alpha electrons_(N)-(N-1)_4(N),Density of Alpha electrons_(N+1)-(N)_4(N),Density of Alpha electrons_(N+1)-(N-1)_4(N),Density of Beta electrons_(N)-(N-1)_4(N),Density of Beta electrons_(N+1)-(N)_4(N),Density of Beta electrons_(N+1)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N-1)_4(N),Potential energy density V(r)_(N)-(N-1)_4(N),Potential energy density V(r)_(N+1)-(N)_4(N),Potential energy density V(r)_(N+1)-(N-1)_4(N),Energy density E(r) or H(r)_(N)-(N-1)_4(N),Energy density E(r) or H(r)_(N+1)-(N)_4(N),Energy density E(r) or H(r)_(N+1)-(N-1)_4(N),Laplacian of electron density_(N)-(N-1)_4(N),Laplacian of electron density_(N+1)-(N)_4(N),Laplacian of electron density_(N+1)-(N-1)_4(N),Electron localization function (ELF)_(N)-(N-1)_4(N),Electron localization function (ELF)_(N+1)-(N)_4(N),Electron localization function (ELF)_(N+1)-(N-1)_4(N),Localized orbital locator (LOL)_(N)-(N-1)_4(N),Localized orbital locator (LOL)_(N+1)-(N)_4(N),Localized orbital locator (LOL)_(N+1)-(N-1)_4(N),Local information entropy_(N)-(N-1)_4(N),Local information entropy_(N+1)-(N)_4(N),Local information entropy_(N+1)-(N-1)_4(N),Sign(lambda2)*rho_(N)-(N-1)_4(N),Sign(lambda2)*rho_(N+1)-(N)_4(N),Sign(lambda2)*rho_(N+1)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N-1)_4(N),Average local ionization energy (ALIE)_(N)-(N-1)_4(N),Average local ionization energy (ALIE)_(N+1)-(N)_4(N),Average local ionization energy (ALIE)_(N+1)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N-1)_4(N),ESP from nuclear charges_(N)-(N-1)_4(N),ESP from nuclear charges_(N+1)-(N)_4(N),ESP from nuclear charges_(N+1)-(N-1)_4(N),ESP from electrons_(N)-(N-1)_4(N),ESP from electrons_(N+1)-(N)_4(N),ESP from electrons_(N+1)-(N-1)_4(N),Total ESP_(N)-(N-1)_4(N),Total ESP_(N+1)-(N)_4(N),Total ESP_(N+1)-(N-1)_4(N)
CHEMBL611190-conf_4,-0.0729949347,195.4726834,97.73634169,97.73634169,18.70952901,367336.8138,-367355.5233,-367336.8138,-1469272.417,0.9999990204,0.9990112469,-0.8793413677,-193.1623232,-193.1623232,14.00336532,0.05012974335,0.07139350643,2165085.294,-38.567491,2165046.727,195.4682277,97.75578616,97.71244153,18.66194004,367324.8954,-367343.5573,-367324.8954,-1469224.934,0.9999990253,0.999013722,-0.8574270831,-193.1593004,-193.1593004,13.83503239,0.05010615485,0.07161501975,1584298.089,-38.02252193,1584260.067,195.4801551,97.73915931,97.7409958,18.68007792,367348.3236,-367367.0037,-367348.3236,-1469318.574,0.9999990236,0.9990128646,-0.9018039038,-193.1638303,-193.1638303,14.1671492,0.04986540702,0.07071935565,2835994.817,-38.32865064,2835956.489,-0.0074716999999964,-0.004455699999994,-0.0119273999999904,-0.0028176200000018,0.0194444699999962,0.0166268499999944,-0.0046541099999899,-0.0239001599999966,-0.0285542699999865,0.029451090000002,-0.0475889699999996,-0.0181378799999976,-11.509799999999814,-11.91840000002412,-23.42820000002393,11.480400000000373,11.9660000000149,23.446400000015277,11.509799999999814,11.91840000002412,23.42820000002393,46.157000000122935,47.48300000000745,93.6400000001304,-3.2000000427245823e-09,4.899999961338608e-09,1.6999999186140256e-09,-1.6177000000672237e-06,2.4751000000655665e-06,8.573999999983428e-07,0.0224625360999999,0.0219142846,0.0443768206999999,0.0015070999999977,0.0030227999999965,0.0045298999999943,0.0015070999999977,0.0030227999999965,0.0045298999999943,-0.1637838800000004,-0.16833293,-0.3321168100000005,0.0002643363299999,-2.3588499999997736e-05,0.0002407478299999,0.00067415078,0.0002215133199999,0.0008956640999999,-670909.5229999996,-580787.2050000003,-1251696.728,-0.2388403599999975,0.5449690699999934,0.3061287099999958,-670909.7620000001,-580786.6599999999,-1251696.422
CHEMBL611190-conf_5,-0.0749332122,195.4646134,97.73230669,97.73230669,18.70812834,367315.5672,-367334.2753,-367315.5672,-1469187.436,0.9999990204,0.9990112529,-0.879235497,-193.1625317,-193.1625317,14.00645647,0.05055562899,0.07210087176,2189896.709,-38.26025423,2189858.449,195.465165,97.74816069,97.71700426,18.6793819,367312.0254,-367330.7047,-367312.0254,-1469173.384,0.9999990235,0.9990127753,-0.8573874713,-193.1599482,-193.1599482,13.83976561,0.05072176012,0.07257332698,1619294.771,-37.82366667,1619256.947,195.4728543,97.73547676,97.73737758,18.65616093,367326.5358,-367345.192,-367326.5358,-1469231.519,0.999999026,0.9990140659,-0.9017067395,-193.163812,-193.163812,14.17076303,0.05019789823,0.07123910864,2849953.396,-38.03780492,2849915.358,-0.0082409000000041,0.0005516000000227,-0.0076892999999813,-0.0031700699999959,0.0158540000000044,0.0126839300000085,-0.0050708899999989,-0.0153024300000055,-0.0203733200000044,0.0519674099999996,-0.028746439999999,0.0232209700000005,-10.96860000002198,-3.541800000006333,-14.510400000028312,10.916700000001583,3.570599999977276,14.48729999997886,10.96860000002198,3.541800000006333,14.510400000028312,44.08300000010058,14.05199999990873,58.13500000000931,-5.600000019256868e-09,3.100000034450545e-09,-2.499999984806322e-09,-2.8129999999348958e-06,1.5223999999536275e-06,-1.2905999999812678e-06,0.0224712424999999,0.0218480256999999,0.0443192681999999,0.0012803000000189,0.0025834999999858,0.0038638000000048,0.0012803000000189,0.0025834999999858,0.0038638000000048,-0.16430656,-0.1666908599999992,-0.3309974199999992,0.0003577307599999,0.00016613113,0.0005238618899999,0.0008617631199999,0.00047245522,0.0013342183399999,-660056.6870000004,-570601.9379999998,-1230658.6250000002,-0.2224493100000018,0.4365875599999995,0.2141382499999977,-660056.909,-570601.5020000001,-1230658.411
CHEMBL611190-conf_6,-0.0755368876,195.4664884,97.73324421,97.73324421,18.70325631,367318.2606,-367336.9639,-367318.2606,-1469198.229,0.999999021,0.9990115259,-0.8792600955,-193.1624937,-193.1624937,14.00165744,0.05034290696,0.07169749602,2213232.673,-38.52577076,2213194.147,195.4654112,97.75277658,97.7126346,18.6665462,367313.6812,-367332.3477,-367313.6812,-1469180.059,0.9999990248,0.9990134551,-0.8573906557,-193.1598047,-193.1598047,13.83207309,0.05050535015,0.07224430024,1633312.547,-37.94828566,1633274.599,195.4765496,97.73689601,97.73965355,18.65557255,367332.7186,-367351.3741,-367332.7186,-1469256.252,0.9999990261,0.999014128,-0.9017559181,-193.1637032,-193.1637032,14.16690346,0.04994817829,0.07079011062,2846347.631,-38.28999764,2846309.341,-0.0100611999999955,-0.0010771999999974,-0.0111383999999929,-0.0036518,0.0195323700000074,0.0158805700000073,-0.0064093400000047,-0.0206096099999939,-0.0270189499999986,0.0476837600000017,-0.0367101100000013,0.0109736500000003,-14.458000000042375,-4.5793999999878,-19.03740000003017,14.410200000042096,4.616199999989476,19.02640000003157,14.458000000042375,4.5793999999878,19.03740000003017,58.0230000000447,18.170000000158325,76.19300000020303,-5.099999977886682e-09,3.799999981346502e-09,-1.2999999965401796e-09,-2.602100000026475e-06,1.929199999972653e-06,-6.729000000538221e-07,0.0224958226,0.0218694398,0.0443652624,0.0012094999999874,0.0026890000000037,0.0038984999999911,0.0012094999999874,0.0026890000000037,0.0038984999999911,-0.1652460199999996,-0.1695843500000009,-0.3348303700000006,0.00039472867,0.00016244319,0.00055717186,0.0009073854,0.00054680422,0.00145418962,-633114.9580000001,-579920.1259999999,-1213035.084,-0.2357731199999975,0.577485099999997,0.3417119799999994,-633115.1940000001,-579919.548,-1213034.742
CHEMBL611190-conf_7,-0.0754146792,195.4651061,97.73255303,97.73255303,18.71020443,367314.5772,-367333.2874,-367314.5772,-1469183.468,0.9999990202,0.9990111474,-0.8792419602,-193.1625772,-193.1625772,14.00120036,0.05034769917,0.07172492955,2223810.76,-38.540624,2223772.219,195.4614447,97.74781318,97.71363153,18.67938005,367305.3647,-367324.0441,-367305.3647,-1469146.741,0.9999990234,0.9990127441,-0.8573393561,-193.1600316,-193.1600316,13.83310808,0.05065310296,0.07249892086,1654456.988,-37.96024749,1654419.027,195.4737059,97.73575299,97.73795289,18.67169122,367326.9935,-367345.6652,-367326.9935,-1469233.287,0.9999990244,0.9990132532,-0.9017180724,-193.163936,-193.163936,14.1669649,0.04988523555,0.07071403895,2923834.384,-38.32705112,2923796.057,-0.0085997999999847,-0.003661400000027,-0.0122612000000117,-0.0031999599999892,0.0152601499999889,0.0120601899999996,-0.0053998599999971,-0.0189215000000047,-0.0243213600000018,0.0385132100000014,-0.030824380000002,0.0076888299999993,-12.416299999982584,-9.212500000023285,-21.628800000005867,12.377800000016578,9.243299999972804,21.621099999989383,12.416299999982584,9.212500000023285,21.628800000005867,49.81899999990128,36.72700000018813,86.5460000000894,-4.200000014442651e-09,3.2000000427245823e-09,-9.999999717180683e-10,-2.1058000000406807e-06,1.5966999999950104e-06,-5.091000000456702e-07,0.0224761122,0.0219026041,0.0443787163,0.0013588000000197,0.0025455999999906,0.0039044000000103,0.0013588000000197,0.0025455999999906,0.0039044000000103,-0.1657645399999996,-0.1680922799999997,-0.3338568199999994,0.00046246362,0.0003054037899999,0.00076786741,0.0010108905999999,0.0007739913099999,0.0017848819099999,-700023.6240000003,-569353.7719999999,-1269377.3960000002,-0.2135728800000009,0.5803765100000007,0.3668036299999997,-700023.838,-569353.192,-1269377.03
CHEMBL611190-conf_8,-0.074812193,195.4622451,97.73112253,97.73112253,18.70400508,367310.0075,-367328.7115,-367310.0075,-1469165.214,0.9999990208,0.9990114507,-0.8792044274,-193.1627561,-193.1627561,14.00146301,0.05089023766,0.07258272896,2236851.618,-38.44786313,2236813.17,195.4607737,97.74640078,97.71437296,18.67584927,367306.4518,-367325.1276,-367306.4518,-1469151.104,0.9999990238,0.9990129249,-0.8573306784,-193.1599382,-193.1599382,13.83565684,0.05049504682,0.07228448971,1644408.452,-37.95781622,1644370.495,195.4706149,97.73374385,97.7368711,18.65464396,367320.8263,-367339.481,-367320.8263,-1469208.687,0.9999990261,0.9990141272,-0.9016769365,-193.1640948,-193.1640948,14.16672974,0.05042417612,0.07158736838,2926645.245,-38.22411787,2926607.021,-0.0083697999999969,-0.0014713999999855,-0.0098411999999825,-0.0026213200000029,0.0152782500000085,0.0126569300000056,-0.0057485700000086,-0.0167495699999875,-0.0224981399999961,0.0493611200000003,-0.0281558100000012,0.0212053099999991,-10.818800000008196,-3.5557000000262637,-14.37450000003446,10.769500000053084,3.583899999968708,14.353400000021791,10.818800000008196,3.5557000000262637,14.37450000003446,43.47299999999814,14.109999999869617,57.58299999986775,-5.2999999944347564e-09,3.000000026176508e-09,-2.2999999682582484e-09,-2.676500000076132e-06,1.4742000000733668e-06,-1.202300000002765e-06,0.0224725090999999,0.021873749,0.0443462581,0.0013386999999909,0.0028178999999965,0.0041565999999875,0.0013386999999909,0.0028178999999965,0.0041565999999875,-0.165266729999999,-0.1658061699999997,-0.3310728999999988,0.0004660615399999,-0.0003951908399999,7.087070000000306e-05,0.0009953605799999,-0.0002982392499999,0.0006971213299999,-689793.6270000003,-592443.1659999997,-1282236.793,-0.2237452600000011,0.4900469100000038,0.2663016500000026,-689793.8510000003,-592442.6749999998,-1282236.526
CHEMBL611190-conf_9,-0.0730491055,195.4675309,97.73376547,97.73376547,18.70408807,367324.307,-367343.011,-367324.307,-1469222.411,0.9999990209,0.9990114908,-0.8792737722,-193.162182,-193.162182,14.00821629,0.05019593173,0.07139995468,2127625.721,-38.48997487,2127587.231,195.4693076,97.75446853,97.71483905,18.66439937,367325.9515,-367344.6159,-367325.9515,-1469229.148,0.9999990251,0.9990136012,-0.8574410499,-193.1595152,-193.1595152,13.83682928,0.05032633598,0.07191473923,1594356.875,-37.99172302,1594318.883,195.4756032,97.73681182,97.7387914,18.67073856,367337.6215,-367356.2922,-367337.6215,-1469275.803,0.9999990245,0.9990133194,-0.9017433236,-193.1634949,-193.1634949,14.17137705,0.04962903065,0.0703302058,2750656.186,-38.2081857,2750617.978,-0.0080722999999807,0.0017766999999935,-0.0062955999999871,-0.0030463500000053,0.0207030600000024,0.0176567099999971,-0.0050259300000021,-0.0189264199999996,-0.0239523500000018,0.0333495100000007,-0.0396886999999992,-0.0063391899999984,-13.314500000036787,1.6445000000530854,-11.669999999983702,13.281200000026727,-1.6048999999766238,11.676300000050103,13.314500000036787,-1.6445000000530854,11.669999999983702,53.39199999999255,-6.73699999996461,46.65500000002794,-3.599999964798428e-09,4.200000014442651e-09,6.000000496442225e-10,-1.8286000000866665e-06,2.1104000000882195e-06,2.818000000015531e-07,0.0224695513999999,0.0218327222999999,0.0443022736999999,0.0013128999999878,0.0026668000000142,0.0039797000000021,0.0013128999999878,0.0026668000000142,0.0039797000000021,-0.1631607600000002,-0.1713870100000001,-0.3345477700000003,0.0005669010799999,0.00013040425,0.0006973053299999,0.0010697488799999,0.0005147845499999,0.0015845334299999,-623030.4650000003,-533268.8459999999,-1156299.3110000002,-0.2817891699999961,0.4982518499999955,0.2164626799999993,-623030.747,-533268.3480000002,-1156299.0950000002
carboplatin,-0.1220239088,195.4154965,97.70774826,97.70774826,18.6796922,367208.4743,-367227.154,-367208.4743,-1468759.178,0.9999990226,0.9990123411,-0.971196125,-193.1597356,-193.1597356,13.89647764,0.05391418377,0.07521521824,1641690.247,-34.42256973,1641655.825,195.5590877,97.86747799,97.69160971,18.56592525,367470.5994,-367489.1653,-367470.5994,-1469808.134,0.9999990368,0.9990195507,-0.9491966593,-193.1611801,-193.1611801,13.74025179,0.05405478807,0.07545181266,1899762.929,-34.57232475,1899728.357,,,,,,,,,,,,,,,,,,,,,0.143591200000003,,,0.1597297299999951,,,-0.0161385500000079,,,-0.1137669500000022,,,262.12510000000475,,,-262.01130000001285,,,-262.12510000000475,,,-1048.9560000000056,,,1.4200000064690244e-08,,,7.209600000002148e-06,,,0.0219994656999999,,,-0.0014444999999909,,,-0.0014444999999909,,,-0.1562258500000002,,,0.0001406042999999,,,0.0002365944199999,,,258072.68200000003,,,-0.1497550200000006,,,258072.5320000001,
carboplatin-conf_1,-0.1220404444,195.4155201,97.70776006,97.70776006,18.6795842,367208.5162,-367227.1957,-367208.5162,-1468759.346,0.9999990226,0.999012347,-0.971196453,-193.1597342,-193.1597342,13.89646991,0.05391539193,0.07521682392,1641532.54,-34.42268543,1641498.117,195.5590784,97.86745409,97.6916243,18.56583924,367470.5829,-367489.1488,-367470.5829,-1469808.068,0.9999990368,0.9990195552,-0.9491965317,-193.1611782,-193.1611782,13.74025307,0.05405597816,0.07545339273,1899445.832,-34.57243244,1899411.259,195.3794561,97.68762389,97.69183224,18.74526891,367140.0584,-367158.8036,-367140.0584,-1468485.252,0.9999990151,0.9990085728,-0.9952266816,-193.1618262,-193.1618262,14.03945658,0.05397554314,0.07527038321,2043532.052,-34.28157573,2043497.771,0.0360640000000103,0.1435582999999951,0.1796223000000054,0.0201361700000006,0.1596940299999971,0.1798301999999978,0.0159278200000017,-0.0161357599999973,-0.0002079399999956,-0.0656847099999993,-0.1137449600000017,-0.1794296700000011,68.45780000003288,262.06669999996666,330.52449999999953,-68.3920999999973,-261.95310000004247,-330.34520000003977,-68.45780000003288,-262.06669999996666,-330.52449999999953,-274.09399999980815,-1048.722000000067,-1322.8159999998752,7.499999954418968e-09,1.4200000064690244e-08,2.170000001910921e-08,3.7741999999729714e-06,7.208199999997333e-06,1.0982399999970305e-05,0.0240302286,0.0219999213,0.0460301499,0.0020920000000046,-0.0014439999999922,0.0006480000000124,0.0020920000000046,-0.0014439999999922,0.0006480000000124,-0.1429866699999991,-0.1562168400000008,-0.2992035099999999,-6.01512099999979e-05,0.0001405862299999,8.043501999999841e-05,-5.355929000000481e-05,0.00023656881,0.0001830095199999,-401999.5119999999,257913.2919999999,-144086.21999999997,-0.1411097000000012,-0.1497470099999986,-0.2908567099999999,-401999.6539999999,257913.142,-144086.51199999987
cisplatin,-0.1230841404,195.440536,97.72026801,97.72026801,18.64371636,367256.9762,-367275.62,-367256.9762,-1468953.33,0.9999990268,0.9990144517,-2.710624649,-193.159856,-193.159856,13.88919401,0.05376448907,0.07505276425,1664418.695,-30.95575048,1664387.74,195.5696824,97.86756997,97.70211244,18.54180188,367491.3399,-367509.8817,-367491.3399,-1469891.192,0.9999990395,0.9990209117,-2.640076335,-193.1614191,-193.1614191,13.73076329,0.05395547658,0.07532183519,1955922.639,-31.10840122,1955891.531,195.3864361,97.69561727,97.69081887,18.75487764,367157.2183,-367175.9731,-367157.2183,-1468553.854,0.9999990142,0.9990081242,-2.785768743,-193.162756,-193.162756,14.07270581,0.05387748926,0.07515238704,2300512.433,-30.77504945,2300481.657,0.0540999000000113,0.1291463999999962,0.1832463000000075,0.0246507399999984,0.1473019600000071,0.1719527000000056,0.0294491399999969,-0.0181555700000046,0.0112935699999923,-0.111161280000001,-0.1019144799999978,-0.2130757599999988,99.75789999996778,234.36370000004536,334.12160000001313,-99.64689999999246,-234.26170000003185,-333.9086000000243,-99.75789999996778,-234.36370000004536,-334.12160000001313,-399.4760000000242,-937.8619999999646,-1337.3379999999888,1.2599999932305652e-08,1.2700000051601991e-08,2.5299999983907643e-08,6.327500000069541e-06,6.45999999993041e-06,1.2787499999999952e-05,0.0751440940000001,0.0705483140000002,0.1456924080000003,0.002900000000011,-0.0015630999999984,0.0013369000000125,0.002900000000011,-0.0015630999999984,0.0013369000000125,-0.1835117999999997,-0.1584307200000001,-0.3419425199999999,-0.00011300019,0.00019098751,7.79873200000003e-05,-9.962279000000351e-05,0.00026907094,0.00016944815,-636093.7380000001,291503.9439999999,-344589.7940000002,-0.180701029999998,-0.1526507400000021,-0.3333517700000001,-636093.9170000001,291503.791,-344590.12600000016
cisplatin-conf_1,-0.123105484,195.4401334,97.7200667,97.7200667,18.64459658,367256.2933,-367274.9379,-367256.2933,-1468950.595,0.9999990267,0.9990144018,-2.710613473,-193.1598734,-193.1598734,13.88923235,0.05375799763,0.0750456279,1666849.396,-30.95417753,1666818.441,195.5692958,97.86734394,97.7019519,18.54255774,367490.6879,-367509.2305,-367490.6879,-1469888.581,0.9999990394,0.9990208686,-2.640065821,-193.1614317,-193.1614317,13.73082566,0.05395055919,0.07531666868,1958249.716,-31.10680207,1958218.609,195.386235,97.69545691,97.69077805,18.75544314,367156.8963,-367175.6518,-367156.8963,-1468552.564,0.9999990142,0.9990080926,-2.78576304,-193.1627704,-193.1627704,14.07271019,0.05387204893,0.0751465703,2304282.931,-30.77350009,2304252.158,0.0538984000000084,0.1291623999999842,0.1830607999999927,0.0246097899999995,0.1472772399999939,0.1718870299999935,0.029288649999998,-0.0181148000000064,0.0111738499999916,-0.1108465599999988,-0.1020388400000023,-0.2128854000000011,99.3969999999972,234.39459999999963,333.79159999999683,-99.28610000002664,-234.29259999998607,-333.5787000000128,-99.3969999999972,-234.39459999999963,-333.79159999999683,-398.030999999959,-937.9860000000336,-1336.0169999999923,1.2499999924031613e-08,1.2700000051601991e-08,2.51999999756336e-08,6.3091999999986825e-06,6.466799999937933e-06,1.2775999999936616e-05,0.0751495669999999,0.0705476520000001,0.1456972190000001,0.0028969999999901,-0.0015582999999992,0.0013386999999909,0.0028969999999901,-0.0015582999999992,0.0013386999999909,-0.1834778400000001,-0.1584066899999996,-0.3418845299999997,-0.0001140513,0.0001925615599999,7.851025999999761e-05,-0.0001009424,0.00027104078,0.0001700983799999,-637433.5349999999,291400.32000000007,-346033.21499999985,-0.1806774400000002,-0.1526245400000014,-0.3333019800000016,-637433.7169999997,291400.16799999983,-346033.5489999999
cisplatin-conf_2,-0.1231731314,195.4405398,97.72026991,97.72026991,18.64347419,367256.9835,-367275.627,-367256.9835,-1468953.36,0.9999990268,0.9990144645,-2.710624754,-193.1598565,-193.1598565,13.88912186,0.05375918806,0.07504569266,1664961.676,-30.9551324,1664930.721,195.5695496,97.86740719,97.70214246,18.54158539,367491.0913,-367509.6329,-367491.0913,-1469890.199,0.9999990395,0.999020922,-2.640072724,-193.1614154,-193.1614154,13.73073841,0.05395075785,0.07531572544,1955763.341,-31.10774131,1955732.233,195.3864584,97.69561145,97.69084697,18.75452114,367157.243,-367175.9975,-367157.243,-1468553.954,0.9999990143,0.9990081432,-2.785769374,-193.1627562,-193.1627562,14.07264333,0.05387288882,0.07514625466,2301497.962,-30.77442031,2301467.188,0.0540814000000011,0.1290097999999773,0.1830911999999784,0.0246584599999977,0.1471372799999954,0.1717957399999932,0.0294229400000034,-0.0181274499999943,0.011295490000009,-0.1110469500000022,-0.1018887999999975,-0.2129357499999997,99.74049999995624,234.10779999999795,333.8482999999542,-99.62949999998092,-234.0059000000474,-333.6354000000283,-99.74049999995624,-234.10779999999795,-333.8482999999542,-399.4060000001919,-936.83899999992,-1336.2450000001118,1.2499999924031613e-08,1.2700000051601991e-08,2.51999999756336e-08,6.32130000000064e-06,6.457500000056626e-06,1.2778800000057268e-05,0.0751446200000001,0.0705520299999999,0.1456966500000001,0.0028997000000003,-0.0015589000000204,0.0013407999999799,0.0028997000000003,-0.0015589000000204,0.0013407999999799,-0.1835214700000005,-0.1583834499999987,-0.3419049199999993,-0.00011370076,0.00019156979,7.786903000000372e-05,-0.0001005619999999,0.0002700327799999,0.00016947078,-636536.2859999998,290801.66500000004,-345734.6209999998,-0.1807120900000001,-0.1526089100000014,-0.3333210000000015,-636536.4670000002,290801.5120000001,-345734.9550000001
imifoplatin,-0.0712497772,195.4935391,97.74676953,97.74676953,18.76535435,367400.4589,-367419.2243,-367400.4589,-1469526.774,0.9999990149,0.9990084758,-0.1606829171,-193.1622916,-193.1622916,13.90479771,0.04937081284,0.07054694012,2062749.772,-44.81519673,2062704.957,195.5520444,97.8133109,97.73873353,18.71797208,367507.4916,-367526.2096,-367507.4916,-1469955.095,0.9999990209,0.9990114696,-0.1534260165,-193.1626792,-193.1626792,13.77277145,0.04910467024,0.07038827201,2161741.243,-44.94457375,2161696.299,195.4952873,97.74585912,97.74942819,18.79646006,367404.8632,-367423.6597,-367404.8632,-1469544.267,0.9999990117,0.9990068486,-0.1684701558,-193.1645165,-193.1645165,14.05460547,0.04972735252,0.07076741884,2798447.597,-44.6654784,2798402.932,-0.0017482000000086,0.0585053000000073,0.0567570999999986,0.0009104099999888,0.0665413700000101,0.0674517799999989,-0.0026586600000086,-0.0080359999999899,-0.0106946599999986,-0.031105710000002,-0.0473822699999999,-0.078487980000002,-4.404299999994692,107.03269999998156,102.62839999998688,4.435400000016671,-106.98530000000028,-102.5498999999836,4.404299999994692,-107.03269999998156,-102.62839999998688,17.493000000016764,-428.3209999999963,-410.8279999999795,3.1999999317022802e-09,6.000000052353016e-09,9.199999984055296e-09,1.6271999999650788e-06,2.993800000017366e-06,4.620999999982445e-06,0.0077872387,0.0072569005999999,0.0150441392999999,0.0022248999999874,-0.0003876000000104,0.0018372999999769,0.0022248999999874,-0.0003876000000104,0.0018372999999769,-0.1498077599999998,-0.1320262599999999,-0.2818340199999998,-0.0003565396799999,-0.0002661425999999,-0.0006226822799999,-0.00022047872,-0.0001586681099999,-0.0003791468299999,-735697.825,98991.47099999968,-636706.3540000003,-0.1497183299999989,-0.1293770200000068,-0.2790953500000057,-735697.9750000001,98991.34200000018,-636706.6329999999
